input_query,input_type,normalized_area,country_code,agent_name,branch_name,agent_type,website_url,website_domain,canonical_url,phone,email,address_full,postcode,city,latitude,longitude,source_names,source_ids,portal_profile_urls,google_place_id,osm_type,osm_id,match_confidence,validation_status,first_seen_source,evidence_count,notes
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Stirling Ackroyd,Stirling Ackroyd - Croydon,sales_and_lettings,https://www.stirlingackroyd.com/branches/croydon,stirlingackroyd.com,https://www.stirlingackroyd.com/branches/croydon,02080337449,,"Room 1.54, Interchange House, 81 – 85 Station Road, Croydon, CR0 2RD",CR0 2RD,Croydon,,,otm,https://www.onthemarket.com/agents/branch/stirling-ackroyd-croydon/,https://www.onthemarket.com/agents/branch/stirling-ackroyd-croydon/,,,,100,validated,otm,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Streets Ahead,Streets Ahead,unknown,https://www.streetsahead.info/,streetsahead.info,https://www.streetsahead.info/,+442086762164,,936 Brighton Road Purley CR8 2LP,CR8 2LP,Purley,51.3392672,-0.1160366,overpass,node/3569250098,,,node,3569250098,100,validated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Streets Ahead,Streets Ahead,unknown,,,,,,,,,51.4195265,-0.0831734,overpass,way/189057259,,,way,189057259,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Streets Ahead,Streets Ahead,unknown,,,,,,7 Selsdon Road South Croydon,,South Croydon,51.3624662,-0.0963261,overpass,way/213915806,,,way,213915806,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Streets Ahead,Streets Ahead,unknown,https://www.streetsahead.info/branch/estate-agent-coulsdon/,streetsahead.info,https://www.streetsahead.info/branch/estate-agent-coulsdon/,+442086681333,coulsdon@streetsahead.info,148 Brighton Road Coulsdon CR5 2ND,CR5 2ND,Coulsdon,51.3210986,-0.1382748,overpass,way/610164117,,,way,610164117,100,validated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Streets Ahead,Streets Ahead - South Croydon,sales_and_lettings,https://www.streetsahead.info/,streetsahead.info,https://www.streetsahead.info/,02081288190,,"7, Ye Market, Selsdon Rd, South Croydon, CR2 6PW",CR2 6PW,South Croydon,,,otm,https://www.onthemarket.com/agents/branch/streets-ahead-south-croydon/,https://www.onthemarket.com/agents/branch/streets-ahead-south-croydon/,,,,100,validated,otm,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Technoestates,Technoestates,unknown,,,,,,105 Church Street Croydon CR0 1RN,CR0 1RN,Croydon,51.3737577,-0.1050257,overpass,way/198354815,,,way,198354815,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,The Property Resource,The Property Resource - South Norwood,lettings,http://www.thepropertyresource.co.uk/,thepropertyresource.co.uk,http://www.thepropertyresource.co.uk/,02081282419,,"3 Cobden Road, South Norwood, London, SE25 5NY",SE25 5NY,London,,,otm,https://www.onthemarket.com/agents/branch/the-property-resource-south-norwood/,https://www.onthemarket.com/agents/branch/the-property-resource-south-norwood/,,,,100,validated,otm,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Truuli,Truuli - Croydon,sales_and_lettings,https://truuli.co.uk/,truuli.co.uk,https://truuli.co.uk/,02080333173,,"2 Lansdowne Road, Croydon, Surrey, CR9 2ER",CR9 2ER,Surrey,,,otm,https://www.onthemarket.com/agents/branch/truuli-croydon/,https://www.onthemarket.com/agents/branch/truuli-croydon/,,,,100,validated,otm,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Truuli Estate & Lettings Agents,Truuli Estate & Lettings Agents,unknown,https://truuli.co.uk/,truuli.co.uk,https://truuli.co.uk/,03300430002,,"Southbridge House, Southbridge Pl, Croydon CR0 4HA, UK",CR0 4HA,Croydon,51.367822499999996,-0.10389759999999999,google,ChIJmaR6gr4HdkgRjKzh_LQw2CE,,ChIJmaR6gr4HdkgRjKzh_LQw2CE,,,100,validated,google,1,businessStatus:OPERATIONAL|googleType:service|googleType:real_estate_agency|googleType:finance|googleType:point_of_interest|googleType:establishment
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Valley Homes,Valley Homes,unknown,,,,,,25 Chipstead Valley Road Coulsdon CR5 2RB,CR5 2RB,Coulsdon,51.320466,-0.1394952,overpass,way/615279084,,,way,615279084,100,unvalidated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Walter & Mair,Walter & Mair,unknown,https://www.walterandmair.co.uk/,walterandmair.co.uk,https://www.walterandmair.co.uk/,+442086606674,,26 Chipstead Valley Road Coulsdon CR5 2RA,CR5 2RA,Coulsdon,51.3208458,-0.1391734,overpass,way/610219566,,,way,610219566,100,validated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Zaar Properties,Zaar Properties,unknown,http://www.zaarproperties.com/,zaarproperties.com,http://www.zaarproperties.com/,+442086985555,,195 London Road Croydon CR0 2TE,CR0 2TE,Croydon,51.3828723,-0.1075162,overpass,node/2344809333,,,node,2344809333,100,validated,overpass,1,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Streets Ahead Estate Agents - Croydon Central Branch,Streets Ahead Estate Agents - Croydon Central Branch,sales_and_lettings,https://www.streetsahead.info/branch/estate-agent-central-croydon/,streetsahead.info,https://www.streetsahead.info/branch/estate-agent-central-croydon/,02086868686,,"263 High St, London CR0 1QH, UK",CR0 1QH,London,51.368585499999995,-0.0991904,google|otm|overpass,ChIJUWYiCDYHdkgR6mCDKdXLBOM|https://www.onthemarket.com/agents/branch/streets-ahead-central-croydon/|way/204323399,https://www.onthemarket.com/agents/branch/streets-ahead-central-croydon/,ChIJUWYiCDYHdkgR6mCDKdXLBOM,way,204323399,72,validated,google,3,businessStatus:OPERATIONAL|googleType:service|googleType:real_estate_agency|googleType:point_of_interest|googleType:establishment
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Barnard Marcus Estate Agents Croydon,Barnard Marcus Estate Agents Croydon,sales_and_lettings,https://www.barnardmarcus.co.uk/estate-agents/croydon,barnardmarcus.co.uk,https://www.barnardmarcus.co.uk/estate-agents/croydon,02086809226,,"50 Lower Addiscombe Rd, Croydon CR0 6AA, UK",CR0 6AA,Croydon,51.3803687,-0.0873424,google|otm|overpass,ChIJM3CZKNIAdkgRlIgz9A4BY4U|https://www.onthemarket.com/agents/branch/barnard-marcus-croydon/|node/5852363597,https://www.onthemarket.com/agents/branch/barnard-marcus-croydon/,ChIJM3CZKNIAdkgRlIgz9A4BY4U,node,5852363597,67,validated,google,3,businessStatus:OPERATIONAL|googleType:real_estate_agency|googleType:finance|googleType:point_of_interest|googleType:service|googleType:establishment
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Barnard Marcus Estate Agents South Croydon,Barnard Marcus Estate Agents South Croydon,sales_and_lettings,https://www.barnardmarcus.co.uk/estate-agents/south-croydon,barnardmarcus.co.uk,https://www.barnardmarcus.co.uk/estate-agents/south-croydon,02086816744,,"17 Selsdon Rd, South Croydon CR2 6PY, UK",CR2 6PY,South Croydon,51.3620811,-0.0957483,google|otm|overpass,ChIJ4ySZhUwHdkgRWPvGTvsbEjA|https://www.onthemarket.com/agents/branch/barnard-marcus-south-croydon/|way/213915735,https://www.onthemarket.com/agents/branch/barnard-marcus-south-croydon/,ChIJ4ySZhUwHdkgRWPvGTvsbEjA,way,213915735,67,validated,google,3,businessStatus:OPERATIONAL|googleType:real_estate_agency|googleType:finance|googleType:point_of_interest|googleType:service|googleType:establishment
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Cray & Norton Estate Agents Ltd,Cray & Norton Estate Agents Ltd,sales_and_lettings,https://www.crayandnorton.co.uk/,crayandnorton.co.uk,https://www.crayandnorton.co.uk/,02086550700,,"323 Lower Addiscombe Rd, Croydon CR0 6RF, UK",CR0 6RF,Croydon,51.3821435,-0.0694351,google|otm|overpass,ChIJT_5GZucAdkgRSWOndtBcgic|https://www.onthemarket.com/agents/branch/cray-and-norton-croydon/|node/5784878105,https://www.onthemarket.com/agents/branch/cray-and-norton-croydon/,ChIJT_5GZucAdkgRSWOndtBcgic,node,5784878105,67,validated,google,3,businessStatus:OPERATIONAL|googleType:service|googleType:real_estate_agency|googleType:lawyer|googleType:consultant|googleType:finance|googleType:point_of_interest|googleType:establishment
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Top Move Estate Agents,Top Move Estate Agents,sales_and_lettings,http://www.top-moveuk.com/,top-moveuk.com,http://www.top-moveuk.com/,02086830012,,"77 S End, Croydon CR0 1BF, UK",CR0 1BF,Croydon,51.3651294,-0.0988599,google|otm|overpass,ChIJR8Sa00sHdkgR6Vjj1DV_UD0|https://www.onthemarket.com/agents/branch/top-move-south-croydon/|way/205810993,https://www.onthemarket.com/agents/branch/top-move-south-croydon/,ChIJR8Sa00sHdkgR6Vjj1DV_UD0,way,205810993,67,validated,google,3,businessStatus:OPERATIONAL|googleType:service|googleType:real_estate_agency|googleType:point_of_interest|googleType:establishment
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Webbs Estate Agents,Webbs Estate Agents,sales_and_lettings,http://www.webbsestateagents.com/,webbsestateagents.com,http://www.webbsestateagents.com/,02087683600,,"The Forestdale Centre, Featherbed Ln, Croydon CR0 9AS, UK",CR0 9AS,Croydon,51.3510217,-0.0379179,google|otm|overpass,ChIJa9XCCnkAdkgRrihfv5NwI0g|https://www.onthemarket.com/agents/branch/webbs-estate-agents-croydon/|node/5809993971,https://www.onthemarket.com/agents/branch/webbs-estate-agents-croydon/,ChIJa9XCCnkAdkgRrihfv5NwI0g,node,5809993971,67,validated,google,3,businessStatus:OPERATIONAL|googleType:real_estate_agency|googleType:service|googleType:point_of_interest|googleType:establishment
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Streets Ahead,Streets Ahead - Lower Addiscombe,sales_and_lettings,https://www.streetsahead.info/,streetsahead.info,https://www.streetsahead.info/,02081287251,,"219-221 Lower Addiscombe Road, Croydon, Surrey, CR0 6RB",CR0 6RB,Surrey,,,otm|overpass,https://www.onthemarket.com/agents/branch/streets-ahead-lower-addiscombe/|https://www.onthemarket.com/agents/branch/streets-ahead-new-homes/|way/1105345123,https://www.onthemarket.com/agents/branch/streets-ahead-lower-addiscombe/|https://www.onthemarket.com/agents/branch/streets-ahead-new-homes/,,way,1105345123,65,validated,otm,3,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Bairstow Eves,Bairstow Eves - Shirley,sales,https://www.bairstoweves.co.uk/estate-agents/shirley,bairstoweves.co.uk,https://www.bairstoweves.co.uk/estate-agents/shirley,02046452574,,"293a Wickham Road, Croydon, CR0 8TJ",CR0 8TJ,Croydon,,,otm|overpass,https://www.onthemarket.com/agents/branch/bairstow-eves-shirley/|node/5959453034,https://www.onthemarket.com/agents/branch/bairstow-eves-shirley/,,node,5959453034,55,validated,otm,2,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Croydon Crest Property Services,Croydon Crest Property Services - Croydon,sales_and_lettings,http://www.croydoncrest.co.uk/,croydoncrest.co.uk,http://www.croydoncrest.co.uk/,02035891595,,"306 London Road, Croydon, CR0 2TJ",CR0 2TJ,Croydon,,,otm|overpass,https://www.onthemarket.com/agents/branch/croydon-crest-property-services-croydon/|node/2519299689,https://www.onthemarket.com/agents/branch/croydon-crest-property-services-croydon/,,node,2519299689,55,validated,otm,2,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Folklands,Folklands - Croydon,sales_and_lettings,http://www.folklands.com/,folklands.com,http://www.folklands.com/,02081150897,,"362 Brighton Road, South Croydon, CR2 6AL",CR2 6AL,South Croydon,,,otm|overpass,https://www.onthemarket.com/agents/branch/folklands-croydon/|node/5802389453,https://www.onthemarket.com/agents/branch/folklands-croydon/,,node,5802389453,55,validated,otm,2,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,James Chiltern,James Chiltern - Croydon,sales_and_lettings,https://jameschiltern.uk/,jameschiltern.uk,https://jameschiltern.uk/,02080226766,,"182 London Road, Croydon, CR0 2TE",CR0 2TE,Croydon,,,otm|overpass,https://www.onthemarket.com/agents/branch/james-chiltern-croydon/|way/223919769,https://www.onthemarket.com/agents/branch/james-chiltern-croydon/,,way,223919769,55,validated,otm,2,
Croydon,area,"London Borough of Croydon, Greater London, England, United Kingdom",GB,Johnson Hewitt,Johnson Hewitt - Croydon,sales_and_lettings,http://www.johnsonhewitt.co.uk/,johnsonhewitt.co.uk,http://www.johnsonhewitt.co.uk/,02081289407,,"286 Brighton Road, South Croydon, CR2 6AG",CR2 6AG,South Croydon,,,otm|overpass,https://www.onthemarket.com/agents/branch/johnson-hewitt-croydon/|node/5799867658,https://www.onthemarket.com/agents/branch/johnson-hewitt-croydon/,,node,5799867658,55,validated,otm,2,
